Object_number,treatment,Feature,MAE,RMSE,MAPE,P-Value,is_good_forecast,unique_id,Treatment_Alias
14,2,Speed,2.636209902,2.82773187,142.634274,5.89E-06,TRUE,CELL_LINE_2_Cell_14,CELL_LINE_2
15,2,Speed,3.752621544,4.270046533,164.5724482,0.002449834,TRUE,CELL_LINE_2_Cell_15,CELL_LINE_2
16,2,Speed,2.006502072,2.997538945,42.87618432,0.807910091,FALSE,CELL_LINE_2_Cell_16,CELL_LINE_2
17,2,Speed,3.750970682,4.187520885,31.62801111,7.27E-06,TRUE,CELL_LINE_2_Cell_17,CELL_LINE_2
18,2,Speed,3.069639057,4.132470595,116.3003104,0.000539367,TRUE,CELL_LINE_2_Cell_18,CELL_LINE_2
19,2,Speed,2.621796095,2.862889916,101.7668878,0.000529843,TRUE,CELL_LINE_2_Cell_19,CELL_LINE_2
20,2,Speed,1.947555903,2.335695452,40.50158565,0.000799738,TRUE,CELL_LINE_2_Cell_20,CELL_LINE_2
21,2,Speed,1.63399009,2.052119133,33.96265208,0.000437174,TRUE,CELL_LINE_2_Cell_21,CELL_LINE_2
22,2,Speed,53.84947882,67.63339285,1684.155502,0.901214905,FALSE,CELL_LINE_2_Cell_22,CELL_LINE_2
23,2,Speed,1.615856599,2.132404019,18.15181976,8.95E-07,TRUE,CELL_LINE_2_Cell_23,CELL_LINE_2
24,2,Speed,0.937648114,1.265495758,14.66350189,1.97E-06,TRUE,CELL_LINE_2_Cell_24,CELL_LINE_2
25,2,Speed,2.397051416,2.993049486,52.07112784,0.024005113,TRUE,CELL_LINE_2_Cell_25,CELL_LINE_2
26,2,Speed,1.525565711,1.804524698,20.19642734,0.000257658,TRUE,CELL_LINE_2_Cell_26,CELL_LINE_2
27,2,Speed,2.244190391,2.480595348,59.5593597,0.00029582,TRUE,CELL_LINE_2_Cell_27,CELL_LINE_2
28,2,Speed,1.775029934,2.166993837,24.63818775,7.04E-05,TRUE,CELL_LINE_2_Cell_28,CELL_LINE_2
29,2,Speed,2.324947715,2.963674263,76.05939844,0.007407024,TRUE,CELL_LINE_2_Cell_29,CELL_LINE_2
30,2,Speed,3.23244443,3.379502293,153.7192614,0.171525786,FALSE,CELL_LINE_2_Cell_30,CELL_LINE_2
31,2,Speed,2.098797174,2.405780232,81.36944522,4.30E-05,TRUE,CELL_LINE_2_Cell_31,CELL_LINE_2
32,2,Speed,2.646307325,3.129977332,160.7421694,0.000175216,TRUE,CELL_LINE_2_Cell_32,CELL_LINE_2
33,2,Speed,2.775686093,3.017460684,65.20210408,7.30E-07,TRUE,CELL_LINE_2_Cell_33,CELL_LINE_2
34,2,Speed,3.11730548,3.610366853,241.3061808,0.000575843,TRUE,CELL_LINE_2_Cell_34,CELL_LINE_2
35,2,Speed,5.595671158,7.259170831,74.1383534,0.193713674,FALSE,CELL_LINE_2_Cell_35,CELL_LINE_2
36,2,Speed,2.461151122,2.649587189,34.22946566,0.000179443,TRUE,CELL_LINE_2_Cell_36,CELL_LINE_2
37,2,Speed,0.907800831,1.100086504,16.15156859,6.68E-07,TRUE,CELL_LINE_2_Cell_37,CELL_LINE_2
38,2,Speed,2.151477623,2.341871166,51.61207189,2.87E-05,TRUE,CELL_LINE_2_Cell_38,CELL_LINE_2
39,2,Speed,3.004598868,3.739314594,27.22845853,8.18E-05,TRUE,CELL_LINE_2_Cell_39,CELL_LINE_2
40,2,Speed,2.508990222,2.907216574,31.49652046,0.003577062,TRUE,CELL_LINE_2_Cell_40,CELL_LINE_2
41,2,Speed,3.398514986,4.308357898,163.5724405,2.74E-06,TRUE,CELL_LINE_2_Cell_41,CELL_LINE_2
42,2,Speed,1.123148509,1.368443522,20.96700073,2.77E-05,TRUE,CELL_LINE_2_Cell_42,CELL_LINE_2
43,2,Speed,2.373042765,2.751668299,64.51489198,0.000301516,TRUE,CELL_LINE_2_Cell_43,CELL_LINE_2
44,2,Speed,2.352588289,2.556047364,66.61693699,0.001654995,TRUE,CELL_LINE_2_Cell_44,CELL_LINE_2
45,2,Speed,2.304950938,2.689963987,36.87998812,2.17E-05,TRUE,CELL_LINE_2_Cell_45,CELL_LINE_2
46,2,Speed,2.552307123,2.930441181,41.12473036,0.000313929,TRUE,CELL_LINE_2_Cell_46,CELL_LINE_2
47,2,Speed,2.455671174,3.138704261,54.71655348,0.00015616,TRUE,CELL_LINE_2_Cell_47,CELL_LINE_2
48,2,Speed,1.403382841,1.629133305,22.69924532,5.15E-07,TRUE,CELL_LINE_2_Cell_48,CELL_LINE_2
49,2,Speed,3.778470381,4.808804917,37.2460964,0.000127954,TRUE,CELL_LINE_2_Cell_49,CELL_LINE_2
50,2,Speed,1.812815628,2.005830141,22.67340194,0.000353063,TRUE,CELL_LINE_2_Cell_50,CELL_LINE_2
51,2,Speed,2.67018272,3.237422539,28.63751068,4.94E-07,TRUE,CELL_LINE_2_Cell_51,CELL_LINE_2
52,2,Speed,1.967922836,2.324042066,157.1087109,5.10E-05,TRUE,CELL_LINE_2_Cell_52,CELL_LINE_2
53,2,Speed,2.461460544,3.373790811,20.23182705,7.44E-05,TRUE,CELL_LINE_2_Cell_53,CELL_LINE_2
54,2,Speed,2.781456064,3.32166475,98.40368179,5.22E-06,TRUE,CELL_LINE_2_Cell_54,CELL_LINE_2
55,2,Speed,2.124632556,2.525013602,40.51979212,3.20E-06,TRUE,CELL_LINE_2_Cell_55,CELL_LINE_2
56,2,Speed,0.481597269,0.664863194,10.5289918,7.67E-06,TRUE,CELL_LINE_2_Cell_56,CELL_LINE_2
57,2,Speed,2.756786823,3.462667249,35.04274347,0.002572276,TRUE,CELL_LINE_2_Cell_57,CELL_LINE_2
58,2,Speed,2.326952682,2.551615074,22.08578366,6.13E-06,TRUE,CELL_LINE_2_Cell_58,CELL_LINE_2
59,2,Speed,2.004459656,2.411138493,59.34485182,3.29E-05,TRUE,CELL_LINE_2_Cell_59,CELL_LINE_2
60,2,Speed,1.971639928,2.668688402,34.74368734,0.000148351,TRUE,CELL_LINE_2_Cell_60,CELL_LINE_2
61,2,Speed,2.120170777,2.346685623,155.2998224,2.12E-05,TRUE,CELL_LINE_2_Cell_61,CELL_LINE_2
62,2,Speed,4.542593895,4.726969136,33.01375638,2.99E-05,TRUE,CELL_LINE_2_Cell_62,CELL_LINE_2
63,2,Speed,2.474832066,2.993338891,238.6372882,0.008666674,TRUE,CELL_LINE_2_Cell_63,CELL_LINE_2
64,2,Speed,1.412711397,1.626376785,29.61549718,1.95E-07,TRUE,CELL_LINE_2_Cell_64,CELL_LINE_2
65,2,Speed,2.227601067,2.972403242,35.70842765,1.16E-05,TRUE,CELL_LINE_2_Cell_65,CELL_LINE_2
66,2,Speed,1.698308459,2.092103534,16.45927865,0.000238066,TRUE,CELL_LINE_2_Cell_66,CELL_LINE_2
67,2,Speed,4.930522589,5.767657997,202.5580188,0.02228434,TRUE,CELL_LINE_2_Cell_67,CELL_LINE_2
68,2,Speed,3.143126728,3.48098987,109.7317287,3.34E-05,TRUE,CELL_LINE_2_Cell_68,CELL_LINE_2
69,2,Speed,1.867431921,2.175476571,15.23833114,3.07E-05,TRUE,CELL_LINE_2_Cell_69,CELL_LINE_2
70,2,Speed,2.277513098,2.579374698,261.1734518,2.51E-05,TRUE,CELL_LINE_2_Cell_70,CELL_LINE_2
71,2,Speed,3.511843662,4.460909483,31.27177021,2.85E-05,TRUE,CELL_LINE_2_Cell_71,CELL_LINE_2
72,2,Speed,3.776674744,4.322756285,101.4176983,0.000190045,TRUE,CELL_LINE_2_Cell_72,CELL_LINE_2
73,2,Speed,1.502214745,1.974256786,40.02127462,2.96E-06,TRUE,CELL_LINE_2_Cell_73,CELL_LINE_2
74,2,Speed,2.396130977,2.724017575,44.36442883,3.84E-05,TRUE,CELL_LINE_2_Cell_74,CELL_LINE_2
75,2,Speed,2.024451385,3.014448132,35.64125709,8.45E-08,TRUE,CELL_LINE_2_Cell_75,CELL_LINE_2
76,2,Speed,3.473764319,4.334454608,31.26498514,0.000502568,TRUE,CELL_LINE_2_Cell_76,CELL_LINE_2
77,2,Speed,2.040854752,2.355361888,42.42018135,0.00019794,TRUE,CELL_LINE_2_Cell_77,CELL_LINE_2
78,2,Speed,1.437477405,1.744315632,31.66135928,1.94E-05,TRUE,CELL_LINE_2_Cell_78,CELL_LINE_2
79,2,Speed,2.382168065,2.538268359,535.6109676,5.43E-05,TRUE,CELL_LINE_2_Cell_79,CELL_LINE_2
80,2,Speed,16.0421398,18.50400129,108.4875833,0.527958655,FALSE,CELL_LINE_2_Cell_80,CELL_LINE_2
81,2,Speed,2.686818167,3.060055467,69.65216551,2.17E-06,TRUE,CELL_LINE_2_Cell_81,CELL_LINE_2
82,2,Speed,2.527156213,3.369794698,88.72356049,2.47E-06,TRUE,CELL_LINE_2_Cell_82,CELL_LINE_2
83,2,Speed,1.518226395,1.956025088,33.65182929,0.001153597,TRUE,CELL_LINE_2_Cell_83,CELL_LINE_2
84,2,Speed,3.364134513,3.658294262,34.32652532,2.96E-06,TRUE,CELL_LINE_2_Cell_84,CELL_LINE_2
85,2,Speed,3.108817988,3.421139104,138.7412085,3.20E-06,TRUE,CELL_LINE_2_Cell_85,CELL_LINE_2
86,2,Speed,0.872523225,1.041775446,14.74914148,6.44E-06,TRUE,CELL_LINE_2_Cell_86,CELL_LINE_2
87,2,Speed,1.414614018,1.730335304,21.26864259,1.35E-06,TRUE,CELL_LINE_2_Cell_87,CELL_LINE_2
88,2,Speed,2.76935546,3.567149652,46.22676394,1.56E-05,TRUE,CELL_LINE_2_Cell_88,CELL_LINE_2
89,2,Speed,2.829038395,3.54388307,51.94864863,9.15E-05,TRUE,CELL_LINE_2_Cell_89,CELL_LINE_2
90,2,Speed,3.19364539,3.916272952,49.5054973,0.000950042,TRUE,CELL_LINE_2_Cell_90,CELL_LINE_2
91,2,Speed,3.917740424,4.084375136,144.5351947,2.22E-05,TRUE,CELL_LINE_2_Cell_91,CELL_LINE_2
92,2,Speed,2.573289364,3.101163097,52.44725326,5.70E-06,TRUE,CELL_LINE_2_Cell_92,CELL_LINE_2
93,2,Speed,2.489417217,3.173974849,22.0606312,0.003543516,TRUE,CELL_LINE_2_Cell_93,CELL_LINE_2
94,2,Speed,4.700228482,5.792621722,39.27751021,8.25E-06,TRUE,CELL_LINE_2_Cell_94,CELL_LINE_2
95,2,Speed,2.26539547,2.74417028,28.29828646,1.34E-05,TRUE,CELL_LINE_2_Cell_95,CELL_LINE_2
96,2,Speed,1.977942297,2.348112786,39.71779466,4.52E-07,TRUE,CELL_LINE_2_Cell_96,CELL_LINE_2
97,2,Speed,1.365014184,1.721706707,69.77238028,9.82E-06,TRUE,CELL_LINE_2_Cell_97,CELL_LINE_2
98,2,Speed,1.866015039,2.014704853,82.59381296,2.00E-05,TRUE,CELL_LINE_2_Cell_98,CELL_LINE_2
99,2,Speed,3.821239985,4.568578851,39.69521034,2.38E-06,TRUE,CELL_LINE_2_Cell_99,CELL_LINE_2
100,2,Speed,4.292319926,4.582641475,28.71472732,2.07E-05,TRUE,CELL_LINE_2_Cell_100,CELL_LINE_2
101,2,Speed,1.741709349,2.227090573,24.28443215,2.69E-05,TRUE,CELL_LINE_2_Cell_101,CELL_LINE_2
102,2,Speed,2.833654597,3.363679557,40.29785977,4.90E-07,TRUE,CELL_LINE_2_Cell_102,CELL_LINE_2
103,2,Speed,1.809545246,2.161468704,32.22067868,7.15E-05,TRUE,CELL_LINE_2_Cell_103,CELL_LINE_2
104,2,Speed,2.299848996,2.538488705,76.67278006,8.84E-05,TRUE,CELL_LINE_2_Cell_104,CELL_LINE_2
105,2,Speed,3.525382312,4.79334375,28.95766627,0.000127501,TRUE,CELL_LINE_2_Cell_105,CELL_LINE_2
106,2,Speed,1.647808828,1.96711411,26.28420053,1.44E-05,TRUE,CELL_LINE_2_Cell_106,CELL_LINE_2
107,2,Speed,1.931213499,2.481186282,67.27158258,0.000645612,TRUE,CELL_LINE_2_Cell_107,CELL_LINE_2
108,2,Speed,2.223254605,2.579676906,73.68248025,0.000271965,TRUE,CELL_LINE_2_Cell_108,CELL_LINE_2
109,2,Speed,1.488398495,1.814303182,32.06165768,0.00064683,TRUE,CELL_LINE_2_Cell_109,CELL_LINE_2
110,2,Speed,3.506013777,4.360509448,42.50410049,3.21E-06,TRUE,CELL_LINE_2_Cell_110,CELL_LINE_2
111,2,Speed,1.87120794,2.3355789,78.08577277,3.95E-07,TRUE,CELL_LINE_2_Cell_111,CELL_LINE_2
112,2,Speed,1.792834915,2.113906763,18.77474746,1.19E-05,TRUE,CELL_LINE_2_Cell_112,CELL_LINE_2
113,2,Speed,2.433338792,2.804124379,47.45297466,0.000338207,TRUE,CELL_LINE_2_Cell_113,CELL_LINE_2
114,2,Speed,1.605992752,1.786559133,40.96900393,0.000292109,TRUE,CELL_LINE_2_Cell_114,CELL_LINE_2
115,2,Speed,2.325462198,2.837896169,26.56751623,2.83E-06,TRUE,CELL_LINE_2_Cell_115,CELL_LINE_2
116,2,Speed,1.653815905,2.063191437,44.79470969,0.000348017,TRUE,CELL_LINE_2_Cell_116,CELL_LINE_2
117,2,Speed,2.527481695,3.242944788,26.61466718,0.000101827,TRUE,CELL_LINE_2_Cell_117,CELL_LINE_2
118,2,Speed,3.574375277,4.138325549,22.99055445,5.83E-05,TRUE,CELL_LINE_2_Cell_118,CELL_LINE_2
119,2,Speed,2.674048393,3.610978967,39.2486002,9.61E-05,TRUE,CELL_LINE_2_Cell_119,CELL_LINE_2
120,2,Speed,5.322769378,5.719416428,256.4180636,0.000168467,TRUE,CELL_LINE_2_Cell_120,CELL_LINE_2
121,2,Speed,3.478793326,3.86720272,165.7853948,0.002014147,TRUE,CELL_LINE_2_Cell_121,CELL_LINE_2
122,2,Speed,1.972211582,2.644304448,23.67089981,1.51E-06,TRUE,CELL_LINE_2_Cell_122,CELL_LINE_2
123,2,Speed,3.224062063,3.941322529,33.7001399,2.06E-05,TRUE,CELL_LINE_2_Cell_123,CELL_LINE_2
124,2,Speed,4.405474347,5.236038077,30.37413194,8.40E-05,TRUE,CELL_LINE_2_Cell_124,CELL_LINE_2
125,2,Speed,1.983407764,2.701757169,18.64106562,6.23E-05,TRUE,CELL_LINE_2_Cell_125,CELL_LINE_2
126,2,Speed,3.108066753,3.798081688,116.9379075,0.000523171,TRUE,CELL_LINE_2_Cell_126,CELL_LINE_2
127,2,Speed,2.805693022,3.281408026,78.32986881,0.000392477,TRUE,CELL_LINE_2_Cell_127,CELL_LINE_2
128,2,Speed,1.890895116,2.369895379,42.45794365,3.57E-05,TRUE,CELL_LINE_2_Cell_128,CELL_LINE_2
129,2,Speed,2.134158199,2.726246181,21.85341121,4.22E-06,TRUE,CELL_LINE_2_Cell_129,CELL_LINE_2
130,2,Speed,3.718149861,4.037937379,32.10397045,2.47E-06,TRUE,CELL_LINE_2_Cell_130,CELL_LINE_2
131,2,Speed,2.002398867,2.427921881,40.87491749,3.72E-05,TRUE,CELL_LINE_2_Cell_131,CELL_LINE_2
132,2,Speed,2.316911144,3.040964862,82.24036974,0.000368478,TRUE,CELL_LINE_2_Cell_132,CELL_LINE_2
133,2,Speed,2.012288541,3.257900118,65.9537882,8.38E-05,TRUE,CELL_LINE_2_Cell_133,CELL_LINE_2
134,2,Speed,2.34156211,2.920929075,28.3604469,0.000174059,TRUE,CELL_LINE_2_Cell_134,CELL_LINE_2
135,2,Speed,1.246535032,1.499233593,58.24348147,0.000388972,TRUE,CELL_LINE_2_Cell_135,CELL_LINE_2
136,2,Speed,39.93413282,62.93140231,316.6844193,0.57558199,FALSE,CELL_LINE_2_Cell_136,CELL_LINE_2
137,2,Speed,3.911774559,5.214385878,109.5855057,1.33E-05,TRUE,CELL_LINE_2_Cell_137,CELL_LINE_2
138,2,Speed,1.68305853,1.86200917,24.79389387,0.000622095,TRUE,CELL_LINE_2_Cell_138,CELL_LINE_2
139,2,Speed,1.703029517,2.194205934,31.14570984,0.000193074,TRUE,CELL_LINE_2_Cell_139,CELL_LINE_2
140,2,Speed,1.9063984,2.383850864,46.93619484,1.90E-05,TRUE,CELL_LINE_2_Cell_140,CELL_LINE_2
141,2,Speed,1.800389525,2.126425525,39.08541841,3.53E-05,TRUE,CELL_LINE_2_Cell_141,CELL_LINE_2
142,2,Speed,2.551480387,3.187652531,22.7751855,4.86E-07,TRUE,CELL_LINE_2_Cell_142,CELL_LINE_2
143,2,Speed,2.877366062,3.372219154,32.10962235,0.000257294,TRUE,CELL_LINE_2_Cell_143,CELL_LINE_2
144,2,Speed,2.260375685,2.893986069,53.45914733,3.79E-05,TRUE,CELL_LINE_2_Cell_144,CELL_LINE_2
145,2,Speed,4.26477389,4.512078357,106.6236542,3.58E-07,TRUE,CELL_LINE_2_Cell_145,CELL_LINE_2
146,2,Speed,4.189233924,4.930132759,29.98671551,5.02E-05,TRUE,CELL_LINE_2_Cell_146,CELL_LINE_2
147,2,Speed,2.011886576,2.34584957,26.46427277,2.03E-05,TRUE,CELL_LINE_2_Cell_147,CELL_LINE_2
148,2,Speed,3.697575191,4.213346696,28.6294122,0.000223443,TRUE,CELL_LINE_2_Cell_148,CELL_LINE_2
149,2,Speed,3.155196301,3.59246375,123.8084278,8.81E-07,TRUE,CELL_LINE_2_Cell_149,CELL_LINE_2
150,2,Speed,1.663097931,2.067864763,61.1350853,0.000242631,TRUE,CELL_LINE_2_Cell_150,CELL_LINE_2
151,2,Speed,1.826815287,2.061854976,32.47996959,1.13E-05,TRUE,CELL_LINE_2_Cell_151,CELL_LINE_2
152,2,Speed,3.454002255,4.473323536,47.57208109,0.000341046,TRUE,CELL_LINE_2_Cell_152,CELL_LINE_2
153,2,Speed,3.152543078,3.628558647,69.35150487,0.000127732,TRUE,CELL_LINE_2_Cell_153,CELL_LINE_2
154,2,Speed,2.439505877,2.866687485,178.5465863,0.000598649,TRUE,CELL_LINE_2_Cell_154,CELL_LINE_2
155,2,Speed,2.641108195,3.416305089,53.65650546,0.001134313,TRUE,CELL_LINE_2_Cell_155,CELL_LINE_2
156,2,Speed,2.934945958,3.29824454,42.02710528,6.87E-07,TRUE,CELL_LINE_2_Cell_156,CELL_LINE_2
157,2,Speed,5.755510502,6.233070024,39.43065316,6.50E-05,TRUE,CELL_LINE_2_Cell_157,CELL_LINE_2
158,2,Speed,3.060263087,3.423703875,25.78233407,0.00237315,TRUE,CELL_LINE_2_Cell_158,CELL_LINE_2
159,2,Speed,2.058619067,2.449962391,41.60628934,2.22E-06,TRUE,CELL_LINE_2_Cell_159,CELL_LINE_2
160,2,Speed,1.810666828,2.280986697,24.14127739,7.67E-05,TRUE,CELL_LINE_2_Cell_160,CELL_LINE_2
161,2,Speed,1.966244942,2.619613981,47.39764399,0.000199015,TRUE,CELL_LINE_2_Cell_161,CELL_LINE_2
162,2,Speed,3.610546427,4.246640376,27.63626395,0.000915041,TRUE,CELL_LINE_2_Cell_162,CELL_LINE_2
163,2,Speed,2.204715683,2.911766923,25.12646677,1.21E-06,TRUE,CELL_LINE_2_Cell_163,CELL_LINE_2
164,2,Speed,1.646365059,2.067066744,15.96775684,0.000125514,TRUE,CELL_LINE_2_Cell_164,CELL_LINE_2
165,2,Speed,3.029479346,3.637892787,37.45437933,2.43E-05,TRUE,CELL_LINE_2_Cell_165,CELL_LINE_2
166,2,Speed,2.937571043,3.299840299,80.5523397,2.40E-06,TRUE,CELL_LINE_2_Cell_166,CELL_LINE_2
167,2,Speed,3.126484342,4.211972976,19.32339477,0.003482537,TRUE,CELL_LINE_2_Cell_167,CELL_LINE_2
168,2,Speed,3.515491839,3.796428576,146.0878845,4.67E-07,TRUE,CELL_LINE_2_Cell_168,CELL_LINE_2
169,2,Speed,1.923861267,2.284033965,93.37776161,2.39E-05,TRUE,CELL_LINE_2_Cell_169,CELL_LINE_2
170,2,Speed,2.479373158,2.937462049,53.73416326,3.99E-06,TRUE,CELL_LINE_2_Cell_170,CELL_LINE_2
171,2,Speed,3.396647653,4.187507687,26.94483889,0.002741625,TRUE,CELL_LINE_2_Cell_171,CELL_LINE_2
172,2,Speed,1.902008499,2.568382087,59.81564269,1.22E-05,TRUE,CELL_LINE_2_Cell_172,CELL_LINE_2
173,2,Speed,1.460831706,1.99741244,33.23306037,0.000445621,TRUE,CELL_LINE_2_Cell_173,CELL_LINE_2
174,2,Speed,2.44432131,2.623438699,28.91850318,9.31E-06,TRUE,CELL_LINE_2_Cell_174,CELL_LINE_2
175,2,Speed,1.959212256,2.189280203,56.57960537,1.73E-06,TRUE,CELL_LINE_2_Cell_175,CELL_LINE_2
176,2,Speed,2.001696804,2.478828172,46.39713221,0.000503343,TRUE,CELL_LINE_2_Cell_176,CELL_LINE_2
177,2,Speed,2.070654709,2.264683102,56.49998173,3.62E-07,TRUE,CELL_LINE_2_Cell_177,CELL_LINE_2
178,2,Speed,3.595846883,4.001474186,1010.3979,1.02E-05,TRUE,CELL_LINE_2_Cell_178,CELL_LINE_2
179,2,Speed,2.021607241,2.564085821,173.47685,3.48E-07,TRUE,CELL_LINE_2_Cell_179,CELL_LINE_2
180,2,Speed,2.181320545,2.608700985,50.46262631,3.71E-05,TRUE,CELL_LINE_2_Cell_180,CELL_LINE_2
181,2,Speed,2.553425758,3.274892637,32.012804,0.017753362,TRUE,CELL_LINE_2_Cell_181,CELL_LINE_2
182,2,Speed,2.777890517,3.470137341,30.20754294,0.029486652,TRUE,CELL_LINE_2_Cell_182,CELL_LINE_2
183,2,Speed,4.25286209,5.739461318,23.27179952,0.000262059,TRUE,CELL_LINE_2_Cell_183,CELL_LINE_2
184,2,Speed,3.105592017,3.6587828,154.7389322,0.001278774,TRUE,CELL_LINE_2_Cell_184,CELL_LINE_2
185,2,Speed,3.239940658,4.613909165,20.52233343,2.66E-06,TRUE,CELL_LINE_2_Cell_185,CELL_LINE_2
186,2,Speed,2.944069062,3.413880704,163.5805666,2.62E-05,TRUE,CELL_LINE_2_Cell_186,CELL_LINE_2
187,2,Speed,2.607843651,3.022405443,29.62348968,0.000345342,TRUE,CELL_LINE_2_Cell_187,CELL_LINE_2
188,2,Speed,1.282106202,1.573312488,23.77813064,0.000659837,TRUE,CELL_LINE_2_Cell_188,CELL_LINE_2
189,2,Speed,2.388458051,2.478418927,47.29502,0.005313052,TRUE,CELL_LINE_2_Cell_189,CELL_LINE_2
190,2,Speed,1.316047266,1.338588152,21.38725293,5.67E-05,TRUE,CELL_LINE_2_Cell_190,CELL_LINE_2
191,2,Speed,1.219366705,1.23802715,46.75040047,1.00E-11,TRUE,CELL_LINE_2_Cell_191,CELL_LINE_2
192,2,Speed,2.996634353,3.004512315,59.75283623,1.07E-08,TRUE,CELL_LINE_2_Cell_192,CELL_LINE_2
193,2,Speed,3.126228863,3.155943264,139.0514567,0.407280152,FALSE,CELL_LINE_2_Cell_193,CELL_LINE_2
194,2,Speed,3.416134421,3.455396093,17.49385155,0.002099385,TRUE,CELL_LINE_2_Cell_194,CELL_LINE_2
195,2,Speed,2.087558646,2.180882552,15.16776478,2.17E-08,TRUE,CELL_LINE_2_Cell_195,CELL_LINE_2
196,2,Speed,3.456883608,3.470949239,18.5488333,1.84E-09,TRUE,CELL_LINE_2_Cell_196,CELL_LINE_2
197,2,Speed,1.504494033,1.617616274,14.60122535,6.74E-09,TRUE,CELL_LINE_2_Cell_197,CELL_LINE_2
198,2,Speed,67.02912411,112.1845871,1175.505528,5.07E-07,TRUE,CELL_LINE_2_Cell_198,CELL_LINE_2
199,2,Speed,2.237266159,2.609494214,200.0649896,1.84E-05,TRUE,CELL_LINE_2_Cell_199,CELL_LINE_2
200,2,Speed,2.547011038,3.16833833,52.82576115,0.001803406,TRUE,CELL_LINE_2_Cell_200,CELL_LINE_2
201,2,Speed,3.002647971,3.583824486,33.47344856,0.000728905,TRUE,CELL_LINE_2_Cell_201,CELL_LINE_2
202,2,Speed,1.271707603,1.548816613,15.26758228,1.03E-06,TRUE,CELL_LINE_2_Cell_202,CELL_LINE_2
203,2,Speed,2.539447984,2.764698344,57.37192125,0.000234058,TRUE,CELL_LINE_2_Cell_203,CELL_LINE_2
204,2,Speed,4.277730915,5.001162256,80.20525243,4.43E-05,TRUE,CELL_LINE_2_Cell_204,CELL_LINE_2
205,2,Speed,1.838364051,2.372141544,30.01348997,1.49E-06,TRUE,CELL_LINE_2_Cell_205,CELL_LINE_2
206,2,Speed,2.198369756,3.209367962,19.1283309,0.002333202,TRUE,CELL_LINE_2_Cell_206,CELL_LINE_2
207,2,Speed,5.201877826,5.726549434,34.73957478,0.000255419,TRUE,CELL_LINE_2_Cell_207,CELL_LINE_2
208,2,Speed,1.799094379,2.656201931,23.55791023,0.000105104,TRUE,CELL_LINE_2_Cell_208,CELL_LINE_2
209,2,Speed,2.88264874,3.746943775,37.9258751,0.000981699,TRUE,CELL_LINE_2_Cell_209,CELL_LINE_2
210,2,Speed,2.868101513,3.568341806,25.33777786,0.000706802,TRUE,CELL_LINE_2_Cell_210,CELL_LINE_2
211,2,Speed,3.951627088,4.468420525,38.08569107,0.006299737,TRUE,CELL_LINE_2_Cell_211,CELL_LINE_2
212,2,Speed,0.024741758,0.031608902,0.328381697,0.494828809,FALSE,CELL_LINE_2_Cell_212,CELL_LINE_2
213,2,Speed,0.136486284,0.139561083,1.464671123,,FALSE,CELL_LINE_2_Cell_213,CELL_LINE_2
214,2,Speed,0.349351636,0.371153368,3.748986638,,FALSE,CELL_LINE_2_Cell_214,CELL_LINE_2
215,2,Speed,0.160579053,0.162482426,1.723217132,,FALSE,CELL_LINE_2_Cell_215,CELL_LINE_2
216,2,Speed,0.149819318,0.15238952,1.607751513,,FALSE,CELL_LINE_2_Cell_216,CELL_LINE_2
217,2,Speed,0.376471671,0.387320532,4.040019046,,FALSE,CELL_LINE_2_Cell_217,CELL_LINE_2
218,2,Speed,0.074942964,0.081689064,0.804233157,,FALSE,CELL_LINE_2_Cell_218,CELL_LINE_2
219,2,Speed,0.061039014,0.086674559,0.655026119,,FALSE,CELL_LINE_2_Cell_219,CELL_LINE_2
220,2,Speed,0.154623512,0.184688019,1.659306612,,FALSE,CELL_LINE_2_Cell_220,CELL_LINE_2
221,2,Speed,0.060681912,0.070322679,0.651193965,,FALSE,CELL_LINE_2_Cell_221,CELL_LINE_2
222,2,Speed,0.057734624,0.063051128,0.619565824,,FALSE,CELL_LINE_2_Cell_222,CELL_LINE_2
223,2,Speed,0.164864198,0.178329119,1.769202177,,FALSE,CELL_LINE_2_Cell_223,CELL_LINE_2
224,2,Speed,0.105720234,0.140205146,1.134512346,,FALSE,CELL_LINE_2_Cell_224,CELL_LINE_2
225,2,Speed,0.128029672,0.131236346,1.373920942,,FALSE,CELL_LINE_2_Cell_225,CELL_LINE_2
226,2,Speed,0.083623162,0.088394183,0.897382712,,FALSE,CELL_LINE_2_Cell_226,CELL_LINE_2
227,2,Speed,0.09014568,0.103338755,0.967377606,,FALSE,CELL_LINE_2_Cell_227,CELL_LINE_2
228,2,Speed,0.406575305,0.418087577,4.363069264,,FALSE,CELL_LINE_2_Cell_228,CELL_LINE_2
229,2,Speed,0.089158765,0.094477543,0.956786757,,FALSE,CELL_LINE_2_Cell_229,CELL_LINE_2
230,2,Speed,2.760239463,5.31666132,29.6208742,,FALSE,CELL_LINE_2_Cell_230,CELL_LINE_2
231,2,Speed,0.120747033,0.129917026,1.295768984,,FALSE,CELL_LINE_2_Cell_231,CELL_LINE_2
232,2,Speed,0.206240329,0.217398654,2.213220595,,FALSE,CELL_LINE_2_Cell_232,CELL_LINE_2
233,2,Speed,0.154525319,0.155691283,1.658252882,,FALSE,CELL_LINE_2_Cell_233,CELL_LINE_2
234,2,Speed,0.097766347,0.115296735,1.049157037,,FALSE,CELL_LINE_2_Cell_234,CELL_LINE_2
