Object_number,treatment,Feature,MAE,RMSE,MAPE,P-Value,is_good_forecast,unique_id,Treatment_Alias
1,1,AreaShape_Area,10.15843124,13.52616601,3.376044023,1.09E-08,TRUE,CELL_LINE_1_Cell_1,CELL_LINE_1
2,1,AreaShape_Area,11.27597656,16.16619371,2.768926019,7.00E-11,TRUE,CELL_LINE_1_Cell_2,CELL_LINE_1
3,1,AreaShape_Area,6.015718079,7.406529221,1.857786709,1.01E-10,TRUE,CELL_LINE_1_Cell_3,CELL_LINE_1
4,1,AreaShape_Area,12.11773987,16.51107589,4.670545613,1.28E-10,TRUE,CELL_LINE_1_Cell_4,CELL_LINE_1
5,1,AreaShape_Area,18.05511017,22.41970511,10.68081051,5.97E-10,TRUE,CELL_LINE_1_Cell_5,CELL_LINE_1
6,1,AreaShape_Area,13.34196167,15.27598132,7.352970803,2.09E-10,TRUE,CELL_LINE_1_Cell_6,CELL_LINE_1
7,1,AreaShape_Area,17.82201843,22.07969352,9.562637796,2.56E-09,TRUE,CELL_LINE_1_Cell_7,CELL_LINE_1
8,1,AreaShape_Area,16.5562088,18.12417362,7.361925439,1.06E-12,TRUE,CELL_LINE_1_Cell_8,CELL_LINE_1
9,1,AreaShape_Area,9.779194641,14.95242857,7.357495337,3.49E-09,TRUE,CELL_LINE_1_Cell_9,CELL_LINE_1
10,1,AreaShape_Area,11.07803345,14.4115724,7.372887102,4.45E-09,TRUE,CELL_LINE_1_Cell_10,CELL_LINE_1
11,1,AreaShape_Area,6.813752747,10.006526,4.089048158,4.19E-11,TRUE,CELL_LINE_1_Cell_11,CELL_LINE_1
12,1,AreaShape_Area,9.858753967,11.90926427,3.846930921,1.05E-10,TRUE,CELL_LINE_1_Cell_12,CELL_LINE_1
13,1,AreaShape_Area,21.60512085,39.57643236,4.884403919,5.63E-10,TRUE,CELL_LINE_1_Cell_13,CELL_LINE_1
14,1,AreaShape_Area,23.91727142,45.53657753,5.936952386,4.36E-10,TRUE,CELL_LINE_1_Cell_14,CELL_LINE_1
15,1,AreaShape_Area,17.65623932,28.76381689,3.626106597,4.29E-11,TRUE,CELL_LINE_1_Cell_15,CELL_LINE_1
16,1,AreaShape_Area,20.85258636,30.23592506,3.77454434,3.81E-11,TRUE,CELL_LINE_1_Cell_16,CELL_LINE_1
17,1,AreaShape_Area,36.15732574,57.20552748,6.841173431,1.96E-11,TRUE,CELL_LINE_1_Cell_17,CELL_LINE_1
18,1,AreaShape_Area,32.59560776,45.52471928,5.510002444,4.12E-10,TRUE,CELL_LINE_1_Cell_18,CELL_LINE_1
19,1,AreaShape_Area,13.40097961,18.42627038,3.288904209,2.53E-09,TRUE,CELL_LINE_1_Cell_19,CELL_LINE_1
20,1,AreaShape_Area,26.35581665,38.10287271,7.002502757,2.59E-10,TRUE,CELL_LINE_1_Cell_20,CELL_LINE_1
21,1,AreaShape_Area,3.793177032,5.039358605,3.193603542,1.51E-10,TRUE,CELL_LINE_1_Cell_21,CELL_LINE_1
22,1,AreaShape_Area,12.1486763,31.29894203,2.692215669,1.96E-11,TRUE,CELL_LINE_1_Cell_22,CELL_LINE_1
23,1,AreaShape_Area,12.16881332,14.51085526,4.528278536,2.09E-11,TRUE,CELL_LINE_1_Cell_23,CELL_LINE_1
24,1,AreaShape_Area,25.88016663,41.55407725,6.142704291,1.34E-11,TRUE,CELL_LINE_1_Cell_24,CELL_LINE_1
25,1,AreaShape_Area,11.30338898,12.79646588,5.603449462,5.11E-11,TRUE,CELL_LINE_1_Cell_25,CELL_LINE_1
26,1,AreaShape_Area,21.08000488,29.96724869,10.12454878,1.16E-11,TRUE,CELL_LINE_1_Cell_26,CELL_LINE_1
27,1,AreaShape_Area,22.37846375,27.95603299,5.736388536,2.77E-08,TRUE,CELL_LINE_1_Cell_27,CELL_LINE_1
28,1,AreaShape_Area,6.723498535,9.500089356,2.556434851,3.23E-11,TRUE,CELL_LINE_1_Cell_28,CELL_LINE_1
29,1,AreaShape_Area,35.30852356,59.96807194,5.653209534,1.52E-12,TRUE,CELL_LINE_1_Cell_29,CELL_LINE_1
30,1,AreaShape_Area,10.49264145,13.2966313,3.881222391,2.13E-11,TRUE,CELL_LINE_1_Cell_30,CELL_LINE_1
31,1,AreaShape_Area,20.12099304,26.33666708,15.43275299,1.59E-09,TRUE,CELL_LINE_1_Cell_31,CELL_LINE_1
32,1,AreaShape_Area,11.84892883,17.08154662,4.27739835,1.93E-10,TRUE,CELL_LINE_1_Cell_32,CELL_LINE_1
33,1,AreaShape_Area,13.79255219,15.41193794,5.953469456,1.46E-10,TRUE,CELL_LINE_1_Cell_33,CELL_LINE_1
34,1,AreaShape_Area,14.46351929,21.94291997,3.331748927,2.00E-11,TRUE,CELL_LINE_1_Cell_34,CELL_LINE_1
35,1,AreaShape_Area,9.618669128,15.47821706,3.032143922,1.32E-11,TRUE,CELL_LINE_1_Cell_35,CELL_LINE_1
36,1,AreaShape_Area,9.01648407,11.10935029,5.479414701,9.15E-10,TRUE,CELL_LINE_1_Cell_36,CELL_LINE_1
37,1,AreaShape_Area,13.25770264,18.8871612,9.40500552,2.03E-09,TRUE,CELL_LINE_1_Cell_37,CELL_LINE_1
38,1,AreaShape_Area,8.388093567,9.845472102,4.274891338,7.89E-11,TRUE,CELL_LINE_1_Cell_38,CELL_LINE_1
39,1,AreaShape_Area,13.1375679,15.76054871,5.292451954,1.38E-11,TRUE,CELL_LINE_1_Cell_39,CELL_LINE_1
40,1,AreaShape_Area,16.11331635,18.49665715,8.979012401,4.74E-10,TRUE,CELL_LINE_1_Cell_40,CELL_LINE_1
41,1,AreaShape_Area,8.669825745,10.71838029,3.360436217,2.44E-09,TRUE,CELL_LINE_1_Cell_41,CELL_LINE_1
42,1,AreaShape_Area,26.95355225,30.44082515,15.37321268,2.72E-10,TRUE,CELL_LINE_1_Cell_42,CELL_LINE_1
43,1,AreaShape_Area,12.46893768,15.61295411,6.066226298,2.62E-09,TRUE,CELL_LINE_1_Cell_43,CELL_LINE_1
44,1,AreaShape_Area,10.16546173,13.93896932,6.269827341,1.59E-10,TRUE,CELL_LINE_1_Cell_44,CELL_LINE_1
45,1,AreaShape_Area,13.73487854,15.56883908,5.864233326,1.35E-09,TRUE,CELL_LINE_1_Cell_45,CELL_LINE_1
46,1,AreaShape_Area,10.63174591,12.3089514,3.357056088,1.27E-11,TRUE,CELL_LINE_1_Cell_46,CELL_LINE_1
47,1,AreaShape_Area,8.760836792,11.48058016,2.668372902,1.10E-09,TRUE,CELL_LINE_1_Cell_47,CELL_LINE_1
48,1,AreaShape_Area,12.84503937,15.49247274,4.794385001,3.96E-10,TRUE,CELL_LINE_1_Cell_48,CELL_LINE_1
49,1,AreaShape_Area,20.0559433,27.57027426,13.06546095,5.74E-11,TRUE,CELL_LINE_1_Cell_49,CELL_LINE_1
50,1,AreaShape_Area,14.54679108,16.84466869,6.000601574,1.12E-10,TRUE,CELL_LINE_1_Cell_50,CELL_LINE_1
51,1,AreaShape_Area,33.19677124,45.79567638,29.22938123,2.66E-10,TRUE,CELL_LINE_1_Cell_51,CELL_LINE_1
52,1,AreaShape_Area,15.5287735,20.85374814,3.540048693,7.98E-13,TRUE,CELL_LINE_1_Cell_52,CELL_LINE_1
53,1,AreaShape_Area,12.38977966,16.16642502,4.072353397,1.80E-10,TRUE,CELL_LINE_1_Cell_53,CELL_LINE_1
54,1,AreaShape_Area,7.482122803,8.116297968,3.111978289,7.74E-13,TRUE,CELL_LINE_1_Cell_54,CELL_LINE_1
55,1,AreaShape_Area,16.67971802,22.28678666,14.31598967,4.45E-11,TRUE,CELL_LINE_1_Cell_55,CELL_LINE_1
56,1,AreaShape_Area,16.40411224,22.64616731,13.06905472,3.71E-10,TRUE,CELL_LINE_1_Cell_56,CELL_LINE_1
57,1,AreaShape_Area,12.50058289,17.62030423,3.599477297,2.22E-11,TRUE,CELL_LINE_1_Cell_57,CELL_LINE_1
58,1,AreaShape_Area,11.45029144,14.22209137,4.818596318,2.30E-12,TRUE,CELL_LINE_1_Cell_58,CELL_LINE_1
59,1,AreaShape_Area,12.11191406,19.16682059,2.756593595,3.05E-13,TRUE,CELL_LINE_1_Cell_59,CELL_LINE_1
60,1,AreaShape_Area,6.012475586,7.5037174,3.554662742,1.63E-10,TRUE,CELL_LINE_1_Cell_60,CELL_LINE_1
61,1,AreaShape_Area,9.936131287,12.67391001,3.097317835,3.67E-11,TRUE,CELL_LINE_1_Cell_61,CELL_LINE_1
62,1,AreaShape_Area,9.500921631,14.98400888,2.595773087,5.06E-11,TRUE,CELL_LINE_1_Cell_62,CELL_LINE_1
63,1,AreaShape_Area,25.69068604,41.4974852,4.609768245,4.40E-12,TRUE,CELL_LINE_1_Cell_63,CELL_LINE_1
64,1,AreaShape_Area,25.56293488,42.10771044,4.965602943,3.59E-10,TRUE,CELL_LINE_1_Cell_64,CELL_LINE_1
65,1,AreaShape_Area,27.8206192,66.10026001,4.053301925,8.52E-10,TRUE,CELL_LINE_1_Cell_65,CELL_LINE_1
66,1,AreaShape_Area,17.0467392,18.8208491,7.955918885,2.74E-10,TRUE,CELL_LINE_1_Cell_66,CELL_LINE_1
67,1,AreaShape_Area,20.72948151,26.17398492,7.208488856,1.90E-07,TRUE,CELL_LINE_1_Cell_67,CELL_LINE_1
68,1,AreaShape_Area,29.69042664,43.85145627,5.064159844,6.85E-11,TRUE,CELL_LINE_1_Cell_68,CELL_LINE_1
69,1,AreaShape_Area,20.89923859,30.19287006,5.701186232,7.78E-12,TRUE,CELL_LINE_1_Cell_69,CELL_LINE_1
70,1,AreaShape_Area,16.1775116,29.89142892,3.997628641,2.07E-10,TRUE,CELL_LINE_1_Cell_70,CELL_LINE_1
71,1,AreaShape_Area,9.52940979,10.37547411,7.420489951,1.91E-13,TRUE,CELL_LINE_1_Cell_71,CELL_LINE_1
72,1,AreaShape_Area,22.24279938,26.46956961,6.317176108,8.86E-10,TRUE,CELL_LINE_1_Cell_72,CELL_LINE_1
73,1,AreaShape_Area,31.71896515,67.21064394,4.849176224,2.82E-10,TRUE,CELL_LINE_1_Cell_73,CELL_LINE_1
74,1,AreaShape_Area,23.90439453,50.60775981,4.035523715,1.89E-11,TRUE,CELL_LINE_1_Cell_74,CELL_LINE_1
75,1,AreaShape_Area,11.59071503,12.95405878,6.443326021,1.85E-10,TRUE,CELL_LINE_1_Cell_75,CELL_LINE_1
76,1,AreaShape_Area,35.13321381,46.30214247,6.796367631,3.76E-10,TRUE,CELL_LINE_1_Cell_76,CELL_LINE_1
77,1,AreaShape_Area,30.52115631,42.32455435,8.851471511,9.75E-09,TRUE,CELL_LINE_1_Cell_77,CELL_LINE_1
78,1,AreaShape_Area,28.46253967,42.75012349,3.666461702,2.28E-12,TRUE,CELL_LINE_1_Cell_78,CELL_LINE_1
79,1,AreaShape_Area,20.8647049,28.50316081,4.084715403,2.59E-11,TRUE,CELL_LINE_1_Cell_79,CELL_LINE_1
80,1,AreaShape_Area,14.53512268,18.40120379,7.702064205,3.24E-10,TRUE,CELL_LINE_1_Cell_80,CELL_LINE_1
81,1,AreaShape_Area,22.5000412,30.00676195,6.670332603,8.84E-11,TRUE,CELL_LINE_1_Cell_81,CELL_LINE_1
82,1,AreaShape_Area,11.32109375,13.96376487,3.519711578,3.57E-12,TRUE,CELL_LINE_1_Cell_82,CELL_LINE_1
83,1,AreaShape_Area,16.23931885,20.84730611,9.393585879,8.76E-11,TRUE,CELL_LINE_1_Cell_83,CELL_LINE_1
84,1,AreaShape_Area,18.3409729,35.96619442,5.507766206,5.50E-10,TRUE,CELL_LINE_1_Cell_84,CELL_LINE_1
85,1,AreaShape_Area,16.58406219,23.58309597,13.24173369,7.45E-10,TRUE,CELL_LINE_1_Cell_85,CELL_LINE_1
86,1,AreaShape_Area,18.99777679,23.99982354,9.949762326,1.71E-10,TRUE,CELL_LINE_1_Cell_86,CELL_LINE_1
87,1,AreaShape_Area,11.09042511,14.01509331,4.610245454,2.27E-11,TRUE,CELL_LINE_1_Cell_87,CELL_LINE_1
88,1,AreaShape_Area,20.22700806,34.09003231,5.421147895,8.57E-10,TRUE,CELL_LINE_1_Cell_88,CELL_LINE_1
89,1,AreaShape_Area,4.989907837,6.911902896,2.563064959,1.04E-13,TRUE,CELL_LINE_1_Cell_89,CELL_LINE_1
90,1,AreaShape_Area,4.093554688,5.154449628,1.0272032,1.00E-13,TRUE,CELL_LINE_1_Cell_90,CELL_LINE_1
91,1,AreaShape_Area,25.80865936,54.87616882,5.90059293,1.34E-10,TRUE,CELL_LINE_1_Cell_91,CELL_LINE_1
92,1,AreaShape_Area,17.45536957,23.2185161,9.918786714,3.52E-09,TRUE,CELL_LINE_1_Cell_92,CELL_LINE_1
93,1,AreaShape_Area,22.24869843,28.92235515,12.75319492,5.46E-10,TRUE,CELL_LINE_1_Cell_93,CELL_LINE_1
94,1,AreaShape_Area,16.61889496,22.20484053,7.8544496,1.45E-10,TRUE,CELL_LINE_1_Cell_94,CELL_LINE_1
95,1,AreaShape_Area,24.01304932,38.68240378,5.532926709,1.57E-10,TRUE,CELL_LINE_1_Cell_95,CELL_LINE_1
96,1,AreaShape_Area,24.3312294,40.16530755,4.311439118,1.12E-11,TRUE,CELL_LINE_1_Cell_96,CELL_LINE_1
97,1,AreaShape_Area,31.5239975,52.86910729,5.968592539,2.42E-11,TRUE,CELL_LINE_1_Cell_97,CELL_LINE_1
98,1,AreaShape_Area,10.84425812,14.24473887,5.465216417,1.70E-10,TRUE,CELL_LINE_1_Cell_98,CELL_LINE_1
99,1,AreaShape_Area,22.04525909,57.99797732,3.3193341,2.07E-10,TRUE,CELL_LINE_1_Cell_99,CELL_LINE_1
100,1,AreaShape_Area,15.48318787,21.62324793,7.17049831,5.49E-12,TRUE,CELL_LINE_1_Cell_100,CELL_LINE_1
101,1,AreaShape_Area,2.474391174,3.336097353,1.047442256,1.79E-12,TRUE,CELL_LINE_1_Cell_101,CELL_LINE_1
102,1,AreaShape_Area,5.291000366,7.695232409,2.679506277,1.35E-11,TRUE,CELL_LINE_1_Cell_102,CELL_LINE_1
103,1,AreaShape_Area,7.605033875,8.996430435,4.197222054,2.72E-11,TRUE,CELL_LINE_1_Cell_103,CELL_LINE_1
104,1,AreaShape_Area,11.9615448,14.504392,9.042233321,1.87E-12,TRUE,CELL_LINE_1_Cell_104,CELL_LINE_1
105,1,AreaShape_Area,22.29710541,28.45840268,6.233304072,5.79E-10,TRUE,CELL_LINE_1_Cell_105,CELL_LINE_1
106,1,AreaShape_Area,15.09782562,20.42342914,7.236676151,7.86E-10,TRUE,CELL_LINE_1_Cell_106,CELL_LINE_1
107,1,AreaShape_Area,7.932714844,10.74460945,3.208443801,8.78E-12,TRUE,CELL_LINE_1_Cell_107,CELL_LINE_1
108,1,AreaShape_Area,11.14143524,13.27505575,8.252155119,4.00E-10,TRUE,CELL_LINE_1_Cell_108,CELL_LINE_1
109,1,AreaShape_Area,10.84931259,17.86275354,3.295134508,7.07E-11,TRUE,CELL_LINE_1_Cell_109,CELL_LINE_1
110,1,AreaShape_Area,8.696456909,13.92546132,4.858303252,9.19E-11,TRUE,CELL_LINE_1_Cell_110,CELL_LINE_1
111,1,AreaShape_Area,46.08412018,86.18390006,6.581258702,6.29E-10,TRUE,CELL_LINE_1_Cell_111,CELL_LINE_1
112,1,AreaShape_Area,8.653699493,15.70472059,4.150268184,2.07E-07,TRUE,CELL_LINE_1_Cell_112,CELL_LINE_1
113,1,AreaShape_Area,19.85337524,38.89921665,3.908310972,1.92E-10,TRUE,CELL_LINE_1_Cell_113,CELL_LINE_1
114,1,AreaShape_Area,11.12410889,12.75560013,6.528843712,1.66E-12,TRUE,CELL_LINE_1_Cell_114,CELL_LINE_1
115,1,AreaShape_Area,6.540823364,8.548671382,2.843899904,7.02E-11,TRUE,CELL_LINE_1_Cell_115,CELL_LINE_1
116,1,AreaShape_Area,4.952255249,5.474816199,1.866043853,1.50E-13,TRUE,CELL_LINE_1_Cell_116,CELL_LINE_1
117,1,AreaShape_Area,4.527784729,6.172672897,3.112357357,9.80E-12,TRUE,CELL_LINE_1_Cell_117,CELL_LINE_1
118,1,AreaShape_Area,11.60052567,16.88575899,3.696150981,4.64E-12,TRUE,CELL_LINE_1_Cell_118,CELL_LINE_1
119,1,AreaShape_Area,10.10041199,15.68273802,3.250353688,2.78E-12,TRUE,CELL_LINE_1_Cell_119,CELL_LINE_1
120,1,AreaShape_Area,10.33287811,12.40477894,7.16969052,4.84E-12,TRUE,CELL_LINE_1_Cell_120,CELL_LINE_1
121,1,AreaShape_Area,15.45668793,18.14648166,8.578091653,2.15E-12,TRUE,CELL_LINE_1_Cell_121,CELL_LINE_1
122,1,AreaShape_Area,7.429046631,8.75558131,4.531369236,6.91E-11,TRUE,CELL_LINE_1_Cell_122,CELL_LINE_1
123,1,AreaShape_Area,17.51253662,33.3348584,3.99049717,4.43E-11,TRUE,CELL_LINE_1_Cell_123,CELL_LINE_1
124,1,AreaShape_Area,15.36126785,40.65786513,2.507326102,4.43E-10,TRUE,CELL_LINE_1_Cell_124,CELL_LINE_1
125,1,AreaShape_Area,12.53093109,20.21989113,4.959041458,1.83E-10,TRUE,CELL_LINE_1_Cell_125,CELL_LINE_1
126,1,AreaShape_Area,10.71974487,19.43410277,3.604406808,8.01E-11,TRUE,CELL_LINE_1_Cell_126,CELL_LINE_1
127,1,AreaShape_Area,17.9516449,28.93545772,8.868771134,1.35E-09,TRUE,CELL_LINE_1_Cell_127,CELL_LINE_1
128,1,AreaShape_Area,37.23749237,57.55607496,5.27507401,5.53E-11,TRUE,CELL_LINE_1_Cell_128,CELL_LINE_1
129,1,AreaShape_Area,13.29336472,15.31965803,8.266689521,4.48E-10,TRUE,CELL_LINE_1_Cell_129,CELL_LINE_1
130,1,AreaShape_Area,8.989817047,17.31480753,2.379049324,1.24E-10,TRUE,CELL_LINE_1_Cell_130,CELL_LINE_1
131,1,AreaShape_Area,25.4035553,40.57891247,3.869517725,1.29E-10,TRUE,CELL_LINE_1_Cell_131,CELL_LINE_1
132,1,AreaShape_Area,6.424159241,7.495311907,2.842925841,8.82E-12,TRUE,CELL_LINE_1_Cell_132,CELL_LINE_1
133,1,AreaShape_Area,9.00591507,11.90811174,5.70001101,3.94E-10,TRUE,CELL_LINE_1_Cell_133,CELL_LINE_1
134,1,AreaShape_Area,11.99533844,15.04874495,5.239605034,7.64E-11,TRUE,CELL_LINE_1_Cell_134,CELL_LINE_1
135,1,AreaShape_Area,6.751346588,8.026737028,2.907660977,5.76E-11,TRUE,CELL_LINE_1_Cell_135,CELL_LINE_1
136,1,AreaShape_Area,5.247038269,6.990169118,1.779111919,7.63E-12,TRUE,CELL_LINE_1_Cell_136,CELL_LINE_1
137,1,AreaShape_Area,10.55381393,12.8582737,6.568919018,1.89E-10,TRUE,CELL_LINE_1_Cell_137,CELL_LINE_1
138,1,AreaShape_Area,9.041720581,12.26604777,3.049761866,1.86E-09,TRUE,CELL_LINE_1_Cell_138,CELL_LINE_1
139,1,AreaShape_Area,13.30207748,20.5706893,3.322980376,4.07E-11,TRUE,CELL_LINE_1_Cell_139,CELL_LINE_1
140,1,AreaShape_Area,5.07545166,5.747189353,2.309214179,2.54E-13,TRUE,CELL_LINE_1_Cell_140,CELL_LINE_1
141,1,AreaShape_Area,39.47371826,88.73319781,5.151818666,1.76E-09,TRUE,CELL_LINE_1_Cell_141,CELL_LINE_1
142,1,AreaShape_Area,9.084263611,10.94628677,5.269052197,1.27E-10,TRUE,CELL_LINE_1_Cell_142,CELL_LINE_1
143,1,AreaShape_Area,11.6013855,15.79309399,6.591559903,1.58E-09,TRUE,CELL_LINE_1_Cell_143,CELL_LINE_1
144,1,AreaShape_Area,13.5752533,18.24735027,4.225598558,3.51E-09,TRUE,CELL_LINE_1_Cell_144,CELL_LINE_1
145,1,AreaShape_Area,17.44263611,23.71472333,3.872091122,1.22E-10,TRUE,CELL_LINE_1_Cell_145,CELL_LINE_1
146,1,AreaShape_Area,39.04305344,55.37594365,6.352570201,3.41E-11,TRUE,CELL_LINE_1_Cell_146,CELL_LINE_1
147,1,AreaShape_Area,15.355896,20.80127565,3.652700299,4.87E-10,TRUE,CELL_LINE_1_Cell_147,CELL_LINE_1
148,1,AreaShape_Area,14.48749847,20.24136068,3.677620411,3.15E-12,TRUE,CELL_LINE_1_Cell_148,CELL_LINE_1
149,1,AreaShape_Area,19.83858643,26.12487798,6.932047198,2.31E-11,TRUE,CELL_LINE_1_Cell_149,CELL_LINE_1
150,1,AreaShape_Area,9.825964355,11.13716595,3.971376335,4.02E-10,TRUE,CELL_LINE_1_Cell_150,CELL_LINE_1
151,1,AreaShape_Area,20.6930777,27.05909662,14.3668524,1.39E-06,TRUE,CELL_LINE_1_Cell_151,CELL_LINE_1
152,1,AreaShape_Area,9.922395325,13.59473668,3.597831883,8.17E-11,TRUE,CELL_LINE_1_Cell_152,CELL_LINE_1
153,1,AreaShape_Area,6.391042586,8.749329092,3.203358798,2.23E-10,TRUE,CELL_LINE_1_Cell_153,CELL_LINE_1
154,1,AreaShape_Area,9.63410661,14.50920663,2.601602519,1.04E-08,TRUE,CELL_LINE_1_Cell_154,CELL_LINE_1
155,1,AreaShape_Area,9.023367594,14.31894532,2.892823062,1.32E-11,TRUE,CELL_LINE_1_Cell_155,CELL_LINE_1
156,1,AreaShape_Area,10.72412007,15.00462226,3.883202353,1.77E-10,TRUE,CELL_LINE_1_Cell_156,CELL_LINE_1
157,1,AreaShape_Area,8.157975769,9.465093888,2.517440165,4.24E-10,TRUE,CELL_LINE_1_Cell_157,CELL_LINE_1
158,1,AreaShape_Area,14.58703258,20.26781845,9.68544759,2.31E-11,TRUE,CELL_LINE_1_Cell_158,CELL_LINE_1
159,1,AreaShape_Area,6.209612532,9.194128343,4.276421908,1.44E-09,TRUE,CELL_LINE_1_Cell_159,CELL_LINE_1
160,1,AreaShape_Area,22.88495483,36.75175864,4.615632333,5.47E-10,TRUE,CELL_LINE_1_Cell_160,CELL_LINE_1
161,1,AreaShape_Area,4.378806742,6.234437808,1.503960841,1.41E-10,TRUE,CELL_LINE_1_Cell_161,CELL_LINE_1
162,1,AreaShape_Area,10.94898956,12.54015946,3.572832415,2.64E-12,TRUE,CELL_LINE_1_Cell_162,CELL_LINE_1
163,1,AreaShape_Area,10.93729608,11.89095758,3.679082931,7.00E-12,TRUE,CELL_LINE_1_Cell_163,CELL_LINE_1
164,1,AreaShape_Area,6.884523453,9.464884238,2.953441932,5.80E-10,TRUE,CELL_LINE_1_Cell_164,CELL_LINE_1
165,1,AreaShape_Area,11.08260976,14.52233645,3.575410788,9.74E-10,TRUE,CELL_LINE_1_Cell_165,CELL_LINE_1
166,1,AreaShape_Area,5.634082031,8.562534855,1.432186869,1.77E-10,TRUE,CELL_LINE_1_Cell_166,CELL_LINE_1
167,1,AreaShape_Area,5.56725769,7.107071051,3.560160184,3.04E-11,TRUE,CELL_LINE_1_Cell_167,CELL_LINE_1
168,1,AreaShape_Area,19.03855133,22.19204738,7.974784673,1.41E-09,TRUE,CELL_LINE_1_Cell_168,CELL_LINE_1
169,1,AreaShape_Area,14.43252106,15.75400091,5.632334997,8.43E-10,TRUE,CELL_LINE_1_Cell_169,CELL_LINE_1
170,1,AreaShape_Area,4.677436829,6.712094522,3.221180202,1.22E-11,TRUE,CELL_LINE_1_Cell_170,CELL_LINE_1
171,1,AreaShape_Area,17.88631744,19.66276086,8.818474988,7.08E-10,TRUE,CELL_LINE_1_Cell_171,CELL_LINE_1
172,1,AreaShape_Area,5.877402386,8.701583808,3.499593704,4.26E-10,TRUE,CELL_LINE_1_Cell_172,CELL_LINE_1
173,1,AreaShape_Area,12.72914989,16.03996746,6.351681822,1.47E-10,TRUE,CELL_LINE_1_Cell_173,CELL_LINE_1
174,1,AreaShape_Area,16.53431126,21.32817137,11.41522594,9.63E-11,TRUE,CELL_LINE_1_Cell_174,CELL_LINE_1
175,1,AreaShape_Area,15.35047463,16.62105602,9.462726892,2.69E-11,TRUE,CELL_LINE_1_Cell_175,CELL_LINE_1
176,1,AreaShape_Area,7.837436292,14.23168983,1.656918642,7.70E-12,TRUE,CELL_LINE_1_Cell_176,CELL_LINE_1
177,1,AreaShape_Area,8.270342874,10.29805723,5.598500681,5.80E-12,TRUE,CELL_LINE_1_Cell_177,CELL_LINE_1
178,1,AreaShape_Area,7.683951935,12.60791018,3.729649866,7.64E-11,TRUE,CELL_LINE_1_Cell_178,CELL_LINE_1
179,1,AreaShape_Area,7.549335036,9.889372283,3.471723032,6.64E-11,TRUE,CELL_LINE_1_Cell_179,CELL_LINE_1
180,1,AreaShape_Area,1.509929271,1.838337989,0.885703648,8.54E-13,TRUE,CELL_LINE_1_Cell_180,CELL_LINE_1
181,1,AreaShape_Area,8.933414134,13.79701992,5.929480803,4.20E-10,TRUE,CELL_LINE_1_Cell_181,CELL_LINE_1
182,1,AreaShape_Area,8.623799411,11.1396574,2.0549983,4.34E-13,TRUE,CELL_LINE_1_Cell_182,CELL_LINE_1
183,1,AreaShape_Area,4.394230139,6.022641967,2.480169142,2.43E-12,TRUE,CELL_LINE_1_Cell_183,CELL_LINE_1
184,1,AreaShape_Area,7.631801695,9.109749111,3.736437994,2.41E-13,TRUE,CELL_LINE_1_Cell_184,CELL_LINE_1
185,1,AreaShape_Area,14.33175189,17.69218224,6.468152705,3.81E-13,TRUE,CELL_LINE_1_Cell_185,CELL_LINE_1
186,1,AreaShape_Area,7.906001019,11.39329026,4.916008841,1.63E-09,TRUE,CELL_LINE_1_Cell_186,CELL_LINE_1
187,1,AreaShape_Area,5.861493204,7.542231222,2.752521574,5.80E-12,TRUE,CELL_LINE_1_Cell_187,CELL_LINE_1
188,1,AreaShape_Area,4.972814941,5.805250167,1.896354853,1.20E-11,TRUE,CELL_LINE_1_Cell_188,CELL_LINE_1
189,1,AreaShape_Area,21.64314016,25.90184813,4.078122125,3.27E-12,TRUE,CELL_LINE_1_Cell_189,CELL_LINE_1
190,1,AreaShape_Area,7.555234273,9.084163731,2.928391578,8.71E-13,TRUE,CELL_LINE_1_Cell_190,CELL_LINE_1
191,1,AreaShape_Area,15.36026459,22.90579361,4.209498396,1.27E-11,TRUE,CELL_LINE_1_Cell_191,CELL_LINE_1
192,1,AreaShape_Area,11.25669708,13.77645688,6.271581224,9.06E-14,TRUE,CELL_LINE_1_Cell_192,CELL_LINE_1
193,1,AreaShape_Area,2.648735046,2.947729117,1.014609221,3.67E-14,TRUE,CELL_LINE_1_Cell_193,CELL_LINE_1
194,1,AreaShape_Area,1.619776917,2.729147122,0.5607943,1.07E-10,TRUE,CELL_LINE_1_Cell_194,CELL_LINE_1
195,1,AreaShape_Area,11.21772003,14.83436292,5.280256151,2.27E-10,TRUE,CELL_LINE_1_Cell_195,CELL_LINE_1
196,1,AreaShape_Area,15.39834595,17.31802423,5.499754772,1.36E-10,TRUE,CELL_LINE_1_Cell_196,CELL_LINE_1
197,1,AreaShape_Area,10.6111908,12.43067602,4.471698121,1.10E-10,TRUE,CELL_LINE_1_Cell_197,CELL_LINE_1
198,1,AreaShape_Area,10.25749207,11.83203044,5.022834389,7.56E-10,TRUE,CELL_LINE_1_Cell_198,CELL_LINE_1
199,1,AreaShape_Area,10.82468567,15.28266378,7.742773489,3.54E-10,TRUE,CELL_LINE_1_Cell_199,CELL_LINE_1
200,1,AreaShape_Area,10.85851898,12.57394914,5.600072121,1.24E-11,TRUE,CELL_LINE_1_Cell_200,CELL_LINE_1
1,1,Acceleration,3.427779628,4.287687907,101.9895717,0.047953772,TRUE,CELL_LINE_1_Cell_1,CELL_LINE_1
2,1,Acceleration,4.049814278,5.792273254,194.289568,0.018622686,TRUE,CELL_LINE_1_Cell_2,CELL_LINE_1
