First Image Number,First Object Number,Second Image Number,Second Object Number,Center_X_First,Center_Y_First,Center_X_Second,Center_Y_Second,Distance,Speed_per_Hour,Acceleration
66,14,67,17,461.4383954154728,127.20057306590256,458.9090909090909,119.59530791788856,8.014826215059214,8.014826215059214,5.621623397828027
67,14,68,11,1072.0261569416498,96.13883299798792,1067.489406779661,94.97881355932203,4.682707243719961,4.682707243719961,-3.332118971339253
68,14,69,15,459.86590038314176,125.88888888888889,458.8571428571428,123.98268398268398,2.1566661518879666,2.1566661518879666,-2.5260410918319947
69,14,70,19,862.8967741935484,119.0,864.5227272727273,118.125,1.8464420964902464,1.8464420964902464,-0.31022405539772024
70,14,71,12,918.5973154362416,97.65939597315436,916.3555555555556,108.18703703703704,10.763675660879152,10.763675660879152,8.917233564388905
71,14,72,12,700.3245283018867,118.23018867924527,708.2456896551724,116.84482758620688,8.041394315844203,8.041394315844203,-2.722281345034949
72,14,73,15,1058.656862745098,121.37843137254902,1063.4016393442623,121.28073770491804,4.745782235698717,4.745782235698717,-3.295612080145486
73,14,74,13,622.4326530612245,119.2408163265306,622.6268656716418,119.29477611940298,0.20156933618959377,0.20156933618959377,-4.544212899509123
74,14,75,16,733.2015209125475,120.0190114068441,745.979079497908,124.76987447698744,13.632193635419444,13.632193635419444,13.43062429922985
75,14,76,13,466.8969521044993,121.50943396226415,467.7543604651163,114.98691860465117,6.578628708716827,6.578628708716827,-7.0535649267026175
76,14,77,14,858.3741007194244,113.36690647482014,864.783950617284,114.60905349794238,6.529096793595686,6.529096793595686,-0.049531915121140635
77,14,78,8,864.783950617284,114.60905349794238,876.0966386554621,111.34033613445378,11.775458541029797,11.775458541029797,5.246361747434111
77,14,78,10,864.783950617284,114.60905349794238,864.8780487804878,118.10569105691056,3.497903469666545,3.497903469666545,-8.277555071363253
78,14,79,15,1058.9604743083005,131.3083003952569,1061.169776119403,126.88059701492536,4.9482897769573,4.9482897769573,1.450386307290755
79,14,80,12,921.975,124.6375,923.042372881356,115.47457627118644,9.224882445208111,9.224882445208111,4.276592668250811
80,14,81,13,1064.7988826815642,124.62383612662944,1068.3372093023256,120.765503875969,5.235120154463994,5.235120154463994,-3.9897622907441175
82,14,83,12,1067.4080338266383,123.65327695560254,1071.389432485323,121.90019569471625,4.3502677143649775,4.3502677143649775,-0.8848524400990163
85,14,86,20,913.0814332247558,168.18241042345278,899.2142857142857,173.57580174927114,14.879060792622278,14.879060792622278,10.528793078257301
86,14,87,15,505.791586998088,118.20076481835564,506.0452586206897,119.1918103448276,1.0229958590597876,1.0229958590597876,-13.85606493356249
87,14,88,16,234.1071428571429,115.26388888888889,237.3293172690763,117.15461847389558,3.7359424921347615,3.7359424921347615,2.712946633074974
90,14,91,16,872.1284403669724,103.6788990825688,869.6136363636364,102.42272727272729,2.811086407607485,2.811086407607485,-0.9248560845272764
91,14,92,11,227.61165048543688,85.74271844660194,228.48195329087048,87.70912951167728,2.1503951846105633,2.1503951846105633,-0.6606912229969217
92,14,93,18,767.7590361445783,111.77710843373494,761.59,114.29,6.661203418070899,6.661203418070899,4.510808233460336
1,15,2,14,706.7142857142857,78.64285714285714,718.9141630901288,71.20600858369099,14.287887334297563,14.287887334297563,
2,15,3,38,1055.4055555555556,80.26666666666667,1047.6257425742574,73.5940594059406,10.249350110122576,10.249350110122576,-4.038537224174988
3,15,4,10,883.4705882352941,35.913312693498455,878.1356783919598,31.57286432160804,6.877554442209223,6.877554442209223,-3.3717956679133527
4,15,5,20,687.081876724931,39.91076356945722,692.2764920828258,55.911084043848966,16.82243394992878,16.82243394992878,9.944879507719556
7,15,8,17,1051.8781575037146,62.87221396731055,1070.114877589454,70.07532956685499,19.607723830827688,19.607723830827688,2.785289880898908
8,15,9,7,969.7654320987656,52.32098765432099,957.6211180124224,59.43478260869565,14.074460674592153,14.074460674592153,-5.5332631562355346
9,15,10,19,1106.080078125,126.50390625,1088.9899497487438,130.41876046901172,17.532785616468104,17.532785616468104,3.4583249418759507
10,15,11,8,1064.192405063291,116.99493670886076,1047.790652385589,102.5335929892892,21.866594455380945,21.866594455380945,4.333808838912841
11,15,12,26,679.4321766561515,151.51104100946372,680.1786600496278,141.014888337469,10.522664033910715,10.522664033910715,-11.34393042147023
15,15,16,15,720.1822222222222,112.48444444444443,718.7081081081081,111.45405405405404,1.7985318395956036,1.7985318395956036,-8.72413219431511
16,15,17,17,718.7081081081081,111.45405405405404,708.0461538461539,116.00769230769232,11.593657318939663,11.593657318939663,9.795125479344058
17,15,18,14,833.1775700934579,101.26635514018692,819.8913857677902,105.89513108614231,14.069408683149177,14.069408683149177,2.475751364209515
18,15,19,19,1121.4313725490197,106.7516339869281,1126.32,99.36,8.86199364427601,8.86199364427601,-5.207415038873167
20,15,21,13,1066.3755555555556,98.60888888888888,1063.0853658536585,93.45528455284553,6.114326285614373,6.114326285614373,-2.747667358661637
22,15,23,19,1018.9375,69.95535714285714,1020.5420054200542,79.32791327913279,9.508903520944028,9.508903520944028,3.3945772353296544
24,15,25,18,948.1910569105692,96.60569105691056,950.459807073955,95.56913183279742,2.4943300360932725,2.4943300360932725,-7.0145734848507555
25,15,26,6,1007.2767295597484,59.92767295597484,987.5838926174496,49.58053691275168,22.24569736225275,22.24569736225275,19.751367326159475
26,15,27,21,1112.9172413793103,94.26206896551724,1112.9759036144578,97.3855421686747,3.124024024983678,3.124024024983678,-19.12167333726907
27,15,28,14,1024.0196078431372,58.16176470588236,1023.9340277777778,62.99652777777778,4.835520438272444,4.835520438272444,1.7114964132887658
28,15,29,12,339.49591280653954,72.44141689373296,332.0556900726392,58.31476997578692,15.96618512589534,15.96618512589534,11.130664687622897
29,15,30,13,635.0,80.4017543859649,630.8912280701754,76.18245614035088,5.889353483766781,5.889353483766781,-10.076831642128559
30,15,31,16,1043.6394984326018,87.97805642633229,1024.302729528536,82.3970223325062,20.126067007880504,20.126067007880504,14.236713524113723
30,15,31,21,1043.6394984326018,87.97805642633229,1039.6876712328767,109.43972602739726,21.8224700774629,21.8224700774629,1.696403069582395
31,15,32,14,628.5182608695652,75.94608695652174,630.7722602739726,67.77397260273973,8.477261723360844,8.477261723360844,-13.345208354102056
32,15,33,13,944.0963855421688,72.26204819277109,950.0957446808512,63.680851063829785,10.470398953270236,10.470398953270236,1.993137229909392
32,15,33,15,944.0963855421688,72.26204819277109,942.5017543859648,77.9298245614035,5.887829607687774,5.887829607687774,-4.582569345582462
33,15,34,13,942.5017543859648,77.9298245614035,936.2133891213388,83.79916317991632,8.601899413508672,8.601899413508672,2.7140698058208983
35,15,36,18,1106.6666666666667,100.61818181818182,1103.854838709677,100.11693548387096,2.856155518764453,2.856155518764453,-5.745743894744219
